https://www.jeju.go.kr/files/goodshop/8e45e221-ff55-4e5a-9b33-0ce1e9f80158.jpg,비자림길,제주시 구좌읍 비자림로 2682,0507-1375-5118,"['흑돼지정식 9,000', '우럭튀김정식 13,000', '갈치조림 中 45,000', '고등어조림 中 30,000원']"
https://www.jeju.go.kr/files/goodshop/b72f7895-c74d-4de2-9583-cb4dd6631c08.jpg,오동여,제주시 추자면 추자로 18,064-742-9086,"['생선모듬구이정식 15,000', '삼치회(탕) 30,000', '자연산회(탕) 30,000', '모듬해산물(소) 30,000', '모듬해산물(대) 50,000원']"
https://www.jeju.go.kr/files/goodshop/6a00a050-b4da-4148-9386-81db272d1ece.jpg,도원식당,제주시 동문로4길 9(일도일동),010-9515-6598,"['칼국수 7,500', '콩국수 7,500원']"
https://www.jeju.go.kr/files/goodshop/44acfa70-9f20-4ae1-add8-af0ab2679228.jpg,속초집,제주시 신산로 6(일도일동),064-752-2848,"['냉면 8,000', '쭈꾸미+칼국수+공기밥 9,000원']"
https://www.jeju.go.kr/files/goodshop/25612ecc-7db0-4b81-ad24-d411d2c204d1.jpg,동우네,제주시 연수로3길 23(일도이동),064-755-7482,"['순두부 5,500', '비빔밥 6,000', '동우네김밥 3,000원']"
https://www.jeju.go.kr/files/goodshop/295463c0-46ec-4503-be5c-612392124708.jpg,삼주손칼국수,제주시 천수로 56(일도이동),064-756-8892,"['해물칼국수 7,000', '닭칼국수 7,000', '삼주김밥 3,000원']"
https://www.jeju.go.kr/files/goodshop/628a13b2-0567-4a3c-82c0-4509c061e483.jpg,성춘식당,제주시 성지로 68(일도이동),064-753-0528,"['몸국 8,000', '국수 7,000', '국밥 7,000', '비빔밥 6,000', '순두부 6,000원']"
https://www.jeju.go.kr/files/goodshop/bd78bb61-154d-4e34-8381-5690863ea25f.jpg,남현순대,제주시 천수로 56(일도이동),064-751-3374,"['순대국밥 8,000', '몸국 8,000', '고기국수 8,000', '순대국수 7,000', '콩국수 8,000', '멸치국수 6,000원']"
https://www.jeju.go.kr/files/goodshop/c7fe74d1-97b5-4d3d-a46f-682b924c4a9f.jpg,용초밥,제주시 신선동길 19-1(일도이동),010-6724-8484,"['부시리초밥(10ps) 7,900', '용초밥 광어(2인분) 19,800', '용초밥 방어(2인분) 19,800원']"
https://www.jeju.go.kr/files/goodshop/946d3ed2-1a5b-4290-9619-4bb2773d5e30.jpg,명가돈까스,제주시 태성로2길 30-1(일도이동),064-711-0204,"['등심돈까스 8,000', '왕등심돈까스 10,000', '치킨까스 9,000', '치즈돈까스 10,000', '등심+치즈돈까스 10,000', '새우튀김(5개) 5,000원']"
https://www.jeju.go.kr/files/goodshop/1434380a-fc41-4a93-9ec8-766f491195c1.jpg,광주빛고을,"제주시 동광로5길 8, 1층(이도일동)",064-723-1533,"['아구찜(1인) 18,000', '아구찜(소) 28,000', '알내장찜(1인) 18,000', '알내장찜(소) 25,000', '알내장찜(중) 30,000원']"
https://www.jeju.go.kr/files/goodshop/9e9e79c2-cdfa-47e1-83cb-cb436729076a.jpg,도남오거리도남점,제주시 도남로6길 16(도남동),064-722-4844,"['김치찌개 5,000', '돼지양념갈비(360g) 14,000', '돼지생갈비(360g) 21,000원']"
https://www.jeju.go.kr/files/goodshop/29bdb45c-dc33-46f7-bb33-df11c29606ab.jpg,부지깽이,제주시 광양13길 11-2(이도이동),064-723-3522,"['활고등어회(대) 60,000', '활고등어회(소) 50,000', '고등어조림(대) 30,000', '고등어조림(소) 20,000', '활우럭조림(대) 50,000', '활우럭조림(소) 40,000원']"
https://www.jeju.go.kr/files/goodshop/e27082ac-d8e8-4e19-8743-47f8c258a013.bmp,광양왕소금깡통구이,제주시 광양13길 13(이도이동),064-755-9966,"['돌솥밥 6,000', '비빔밥 6,000', '된장찌개 6,000', '국수 7,000원']"
https://www.jeju.go.kr/files/goodshop/fbcaaa92-275e-430a-9081-8ae0243b1a99.jpg,효동각,제주시 동광로6길 31(이도이동),064-751-0089,"['짜장면 4,000', '짬뽕 5,000', '볶음밤 5,000원']"
https://www.jeju.go.kr/files/goodshop/89238960-d42f-45de-b92f-b84808a8b962.jpg,도남해돈가,제주시 신성로 61-1(도남동),064-753-8851,"['오겹살(320g) 15,500', '양념갈비(320g) 16,000', '냉면 6,000원']"
https://www.jeju.go.kr/files/goodshop/2c4f20a3-1f5d-4c00-a5e4-129d14763119.jpg,영춘식당,평전길 12,064-900-2770,"['갈비탕 9,000', '육개장 9,000', '몸국 9,000원']"
https://www.jeju.go.kr/files/goodshop/c3509b0c-6d09-42d7-9a0a-ce5291dd1da3.jpg,마중물삼계탕,제주시 서사로 62-2(삼도일동),064-702-8250,"['삼계탕 13,000', '닭곰탕 9,000원']"
https://www.jeju.go.kr/files/goodshop/2026cdb4-b682-447a-8701-a069f2c575b1.jpg,24시국수회관,제주시 남성로 122-1(삼도일동),064-702-1162,"['고기국수 8,000', '순대국밥 8,000원']"
https://www.jeju.go.kr/files/goodshop/5fc91c60-9030-45ad-8b4b-92f324337221.jpg,탐라가든,제주시 서사로 51(삼도이동),064-726-1300,"['돼지 생갈비(200g) 13,000', '돼지 양념갈비(230g) 11,000', '흑돼지(180g) 18,000', '냉면 7,000원']"
https://www.jeju.go.kr/files/goodshop/7a1f0aff-41ac-4336-a19a-6f6020d39f05.jpg,양반촌,제주시 서광로5길 29(용담일동),064-721-7185,"['주물럭 8,000', '김치찌개 8,000원']"
https://www.jeju.go.kr/files/goodshop/d6f5ac90-663a-41a9-9081-b9da8459b345.jpg,한라산도야지 남사골,제주시 서광로 3길 48(용담일동),064-751-0202,"['오겹살(200g) 12,000', '목살(200g) 12,000', '돼지고기 샤브샤브(200g) 12,000원']"
https://www.jeju.go.kr/files/goodshop/79c517e3-445d-4bc8-bada-f85576fefa91.jpg,넉둥베기고사리육개장,"제주시 서문로 9-1, 1층(용담일동)",064-743-2585,"['김치찌개 5,000', '돼지국밥 6,000원']"
https://www.jeju.go.kr/files/goodshop/570e63da-3234-4403-bb06-8466298dfd1b.jpg,용담생국수,제주시 용담로 95(용담이동),064-743-2503,"['몸국 8,000', '굴국밥 8,000원']"
https://www.jeju.go.kr/files/goodshop/23fee819-3cc6-46d0-89f3-158b09de0ff0.jpg,남도별미식당,제주시 흥운길 31(용담이동),064-742-0765,"['순두부 7,000', '해물된장찌개 8,000', '청국장 8,000', '매운갈비찜 10,000원']"
https://www.jeju.go.kr/files/goodshop/225d0960-756e-4183-9a91-60e6358118aa.jpg,만나아구찜,제주시 흥운길 31(용담이동),064-745-0230,"['오겹살(200g) 15,000', '동태찌개 8,000', '자리물회 10,000', '순두부 7,000', '순두부 7,000', '된장찌개 7,000', '자리물회 9,000원']"
https://www.jeju.go.kr/files/goodshop/bb68b992-59d4-4e26-970c-28b9f06f7a4e.jpg,인풍감자탕,제주시 만덕로 36(건입동),064-758-8414,"['뼈다귀탕 8,000', '육개장 8,000', '몸국 8,000원']"
https://www.jeju.go.kr/files/goodshop/635a8463-3ff4-4a65-8426-9b0b4494cbbc.jpg,해동이네,"제주시 임항로 242. 1층(건입동,금아빌라)",064-725-2007,"['내장탕 9,000', '해장국 8,000', '육개장 8,000', '곰탕 10,000원']"
https://www.jeju.go.kr/files/goodshop/24c34500-a645-49ba-b908-f9f1feb4d16a.jpg,내가 찾은 맛고을,제주시 진남로8길 39(화북일동),064-702-0216,"['삼계탕 10,000', '녹두삼계탕 12,000', '소머리국밥 7,000', '소머리전골 25,000', '묵은지오겹전골 25,000원']"
https://www.jeju.go.kr/files/goodshop/d74db863-ec1c-42b4-8000-0dcb31572b6e.jpg,일오삼가든,제주시 진남로8길 13(화북일동),064-723-0153,"['김치찌개 7,000', '된장찌개 7,000원']"
https://www.jeju.go.kr/files/goodshop/2da906ee-fb23-425f-b2ba-78585d58668a.jpg,서림칡냉면,진동로3길 34,064-756-2009,"['동태찌개 6,000', '냉면 7,000원']"
https://www.jeju.go.kr/files/goodshop/feb3f58b-ba3a-4839-ae81-ffbb4d629af3.jpg,행복맛집,제주시 진남로6길 32(화북일동),064-758-6788,"['수제순두부 8,000', '제주산고사리육개장 8,000', '동태탕 8,000', '알내장탕 8,000', '콩비지찌개 8,000원']"
